Modelo,Ano,Preço,KM,Estado
 Mini Cooper S EXCLUSIVE TURBO ,2013, R$ 87.799 ,88903,São Paulo
 Volkswagen Golf TSI HIGHLINE TOTAL ,2017, R$ 112.499 ,45300,São Paulo
 Jeep Compass SPORT ,2017, R$ 90.999 ,90200,São Paulo
 Bmw 320i SPORT TURBO ACTIVE ,2016, R$ 126.799 ,41740,São Paulo
 Toyota Corolla XEI ,2015, R$ 78.799 ,101300,São Paulo
 Volkswagen Golf TSI COMFORTLINE ,2015, R$ 72.799 ,101889,São Paulo
 Volkswagen Crossfox MSI ,2015, R$ 52.799 ,107389,São Paulo
 Hyundai HB20S PREMIUM ,2017, R$ 64.499 ,75600,São Paulo
 Hyundai ix35 MPFI GLS ,2015, R$ 75.799 ,101700,São Paulo
 Honda Civic ONE EXL ,2017, R$ 101.499 ,67231,São Paulo
 Jeep Renegade SPORT ,2017, R$ 67.799 ,74000,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 105.299 ,54000,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 83.499 ,49198,São Paulo
 Hyundai ix35 MPFI GL ,2018, R$ 93.799 ,53200,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.299 ,72625,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.299 ,108130,São Paulo
 Chevrolet Cruze LT SPORT6 ,2016, R$ 69.499 ,84200,São Paulo
 Chevrolet Cruze LT ,2014, R$ 55.799 ,94406,São Paulo
 Toyota Corolla GLI ,2017, R$ 83.499 ,55000,São Paulo
 Volkswagen Golf TSI HIGHLINE TOTAL ,2016, R$ 93.999 ,53600,Rio de Janeiro
 Jeep Renegade SPORT ,2017, R$ 68.799 ,43600,São Paulo
 Mercedes Benz C 180 CGI AVANTGARDE ,2018, R$ 140.799 ,44672,São Paulo
 Toyota Corolla XEI ,2016, R$ 83.299 ,81320,São Paulo
 Volkswagen Jetta 250 TSI R-LINE TIPTRONIC ,2020, R$ 139.799 ,31000,Rio de Janeiro
 Smart Fortwo MHD COUPE 3 CILINDROS ,2012, R$ 47.299 ,62390,São Paulo
 Volkswagen Voyage MSI TOTAL TRENDLINE ,2018, R$ 48.499 ,80090,São Paulo
 Toyota Corolla XEI ,2017, R$ 88.299 ,73200,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2015, R$ 91.799 ,71740,São Paulo
 Ford Eco Sport SE ,2017, R$ 62.299 ,59495,São Paulo
 Volkswagen Jetta COMFORTLINE ,2014, R$ 63.299 ,97470,São Paulo
 Citroën C4 Lounge THP TENDANCE SERIE S BVA ,2018, R$ 65.999 ,62040,São Paulo
 Jeep Renegade LONGITUDE ,2017, R$ 74.299 ,76815,São Paulo
 Hyundai ix35 MPI ,2014, R$ 73.999 ,100060,São Paulo
 Audi A4 TFSI LAUNCH EDITION ,2017, R$ 131.999 ,77550,São Paulo
 Hyundai HB20X PREMIUM ,2016, R$ 62.799 ,65620,São Paulo
 Volkswagen Jetta COMFORTLINE ,2013, R$ 60.799 ,83500,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2015, R$ 80.799 ,93794,São Paulo
 Land Rover Range Rover Evoque PRESTIGE 4WD ,2013, R$ 119.999 ,57080,São Paulo
 Toyota HILUX SW4 SR ,2017, R$ 169.799 ,77440,São Paulo
 Bmw M 135i TURBO ,2015, R$ 178.999 ,67733,São Paulo
 Volkswagen Voyage MPI TOTAL ,2020, R$ 52.999 ,34897,São Paulo
 Hyundai HB20S COMFORT PLUS ,2017, R$ 58.299 ,92520,São Paulo
 Volkswagen Jetta 250 TSI TOTAL ,2018, R$ 102.999 ,18068,São Paulo
 Volkswagen Tiguan TSI TURBO DSG ,2017, R$ 93.499 ,87750,São Paulo
 Renault Duster DYNAMIQUE ,2017, R$ 63.999 ,65710,São Paulo
 Volkswagen T-Cross 200 TSI TOTAL ,2020, R$ 100.799 ,42044,São Paulo
 Volkswagen Tiguan 350 TSI ALLSPACE R-LINE ,2019, R$ 191.999 ,43465,São Paulo
 Bmw 320i TURBO ACTIVE ,2015, R$ 106.499 ,69273,São Paulo
 Jeep Compass LONGITUDE ,2017, R$ 124.299 ,81394,São Paulo
 Jeep Compass SPORT ,2017, R$ 91.799 ,75333,São Paulo
 Hyundai Creta ATTITUDE ,2017, R$ 80.999 ,65581,São Paulo
 Mitsubishi ASX GASOLINA MANUAL ,2016, R$ 75.799 ,53650,São Paulo
 Chevrolet S10 LTZ CD ,2017, R$ 121.299 ,71173,São Paulo
 Volkswagen Polo 200 TSI HIGHLINE ,2018, R$ 77.999 ,66600,São Paulo
 Nissan Kicks START SL ,2019, R$ 93.799 ,42500,Rio de Janeiro
 Honda Hr-V EXL ,2016, R$ 86.299 ,100540,São Paulo
 Jeep Renegade LONGITUDE ,2018, R$ 78.499 ,54127,São Paulo
 Audi Q3 TFSI AMBIENTE ,2016, R$ 106.299 ,94000,São Paulo
 Chevrolet Cruze LT ,2014, R$ 55.999 ,84060,Rio de Janeiro
 Chevrolet Cruze TURBO LT ,2018, R$ 87.299 ,64000,São Paulo
 Audi A5 TFSI SPORTBACK AMBIENTE ,2015, R$ 101.999 ,110660,São Paulo
 Land Rover Discovery Sport SI4 TURBO HSE ,2017, R$ 169.299 ,79701,São Paulo
 Jeep Renegade SPORT ,2016, R$ 67.999 ,66432,São Paulo
 Chevrolet Tracker TURBO LTZ ,2017, R$ 87.499 ,71030,São Paulo
 Toyota Corolla GLI UPPER ,2017, R$ 82.499 ,90790,São Paulo
 Chevrolet Cruze LT SPORT6 ,2015, R$ 66.299 ,67500,São Paulo
 Volkswagen Voyage MSI TOTAL ,2019, R$ 53.799 ,50683,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 82.299 ,48184,São Paulo
 Bmw X5 I6 TURBO XDRIVE35I ,2013, R$ 140.499 ,91000,São Paulo
 Renault Duster DYNAMIQUE ,2016, R$ 60.799 ,75004,São Paulo
 Volkswagen Gol MPI TOTAL TRENDLINE ,2017, R$ 42.999 ,70128,São Paulo
 Audi A4 TFSI ATTRACTION ,2015, R$ 95.799 ,81055,São Paulo
 Hyundai HB20S PREMIUM ,2017, R$ 64.299 ,87050,São Paulo
 Mercedes Benz C 180 CGI AVANTGARDE ,2018, R$ 140.999 ,39505,São Paulo
 Chevrolet Cruze LT SPORT6 ,2014, R$ 55.299 ,93755,São Paulo
 Kia Sorento V6 EX ,2020, R$ 215.799 ,40482,São Paulo
 Honda Wr-V ONE EXL ,2019, R$ 91.799 ,33170,São Paulo
 Suzuki Jimny 4ALL ,2018, R$ 76.799 ,60342,São Paulo
 Toyota Corolla XEI ,2016, R$ 82.799 ,98750,São Paulo
 Ford Fusion SEL ,2017, R$ 93.499 ,64220,São Paulo
 Ford Eco Sport FREESTYLE ,2016, R$ 62.299 ,66800,São Paulo
 Mini Cooper S EXCLUSIVE TURBO ,2016, R$ 118.799 ,39375,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2016, R$ 89.499 ,82300,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 76.799 ,28099,São Paulo
 Audi A4 TFSI ATTRACTION ,2015, R$ 95.799 ,81801,São Paulo
 Volkswagen Amarok HIGHLINE CD TURBO ,2016, R$ 130.999 ,103602,São Paulo
 Volkswagen Golf TSI HIGHLINE ,2015, R$ 79.999 ,85430,São Paulo
 Volkswagen Golf TSI HIGHLINE TOTAL ,2017, R$ 113.499 ,18250,São Paulo
 Volkswagen Golf TSI HIGHLINE ,2015, R$ 80.499 ,71000,São Paulo
 Fiat Cronos FIREFLY ,2019, R$ 61.799 ,48300,São Paulo
 Hyundai I30 MPI ,2015, R$ 66.299 ,76800,São Paulo
 Chevrolet Cruze TURBO SPORT6 LT ,2017, R$ 81.799 ,94079,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 76.299 ,43798,São Paulo
 Jeep Renegade LONGITUDE ,2018, R$ 78.299 ,63438,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.499 ,67300,São Paulo
 Ford Eco Sport SE ,2017, R$ 61.999 ,73000,São Paulo
 Honda Civic ONE EXL ,2019, R$ 116.299 ,30860,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.999 ,84840,São Paulo
 Toyota Corolla XEI ,2016, R$ 83.499 ,77445,São Paulo
 Jeep Renegade STD ,2018, R$ 72.999 ,61330,São Paulo
 Renault Captur HI- INTENSE ,2019, R$ 82.299 ,41850,São Paulo
 Jeep Renegade SPORT ,2017, R$ 70.299 ,85050,São Paulo
 Land Rover Discovery Sport SD4 TURBO SE ,2016, R$ 159.999 ,88924,São Paulo
 Jeep Compass LONGITUDE ,2017, R$ 99.799 ,77000,São Paulo
 Hyundai Elantra GLS ,2015, R$ 64.299 ,108000,São Paulo
 Nissan Kicks START SV ,2018, R$ 83.799 ,52350,São Paulo
 Jeep Renegade SPORT ,2016, R$ 67.499 ,85740,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2019, R$ 177.799 ,37753,São Paulo
 Jeep Renegade SPORT ,2017, R$ 70.799 ,60790,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2016, R$ 88.999 ,95000,São Paulo
 Mercedes Benz GLA 200 CGI STYLE TURBO ,2015, R$ 106.299 ,84570,São Paulo
 Audi Q5 TFSI AMBIENTE ,2018, R$ 197.499 ,42456,São Paulo
 Audi A3 TFSI SEDAN PERFORMANCE BLACK ,2020, R$ 197.799 ,6861,Rio de Janeiro
 Jeep Renegade LONGITUDE ,2018, R$ 78.499 ,53030,São Paulo
 Toyota Corolla XEI ,2016, R$ 83.299 ,78840,São Paulo
 Ford Focus SE PLUS SEDAN ,2014, R$ 50.299 ,82060,São Paulo
 Bmw X1 TURBO ACTIVE XDRIVE25I SPORT ,2018, R$ 165.499 ,68067,São Paulo
 Mini Cooper TWINPOWER S ,2020, R$ 193.999 ,9592,São Paulo
 Jeep Compass LIMITED ,2017, R$ 103.499 ,68840,São Paulo
 Volkswagen Jetta I VARIANT ,2012, R$ 53.499 ,106000,São Paulo
 Land Rover Discovery Sport TD4 TURBO HSE ,2016, R$ 163.299 ,92106,São Paulo
 Hyundai Azera MPFI GLS V6 ,2014, R$ 74.299 ,98670,São Paulo
 Ford Focus S SEDAN ,2015, R$ 53.799 ,91170,São Paulo
 Volvo XC60 T5 DYNAMIC FWD TURBO ,2013, R$ 69.299 ,105645,Rio de Janeiro
 Nissan Kicks START SV ,2018, R$ 83.299 ,58349,São Paulo
 Mini Cooper TWINPOWER ,2019, R$ 137.499 ,32000,São Paulo
 Lexus RX350 F-SPORT V6 ,2016, R$ 202.499 ,67370,São Paulo
 Audi A3 TFSI SEDAN AMBITION ,2015, R$ 88.999 ,79879,São Paulo
 Nissan Kicks START S ,2018, R$ 75.799 ,74670,São Paulo
 Hyundai HB20S COMFORT PLUS ,2017, R$ 61.299 ,95200,São Paulo
 Volkswagen Golf TSI VARIANT HIGHLINE ,2016, R$ 86.499 ,47040,São Paulo
 Volkswagen Crossfox MSI ,2015, R$ 53.799 ,81170,São Paulo
 Citroën C4 Lounge TENDANCE TURBO ,2017, R$ 62.499 ,83700,São Paulo
 Renault Duster SCE DYNAMIQUE ,2019, R$ 71.799 ,54750,São Paulo
 Volkswagen Jetta TSI TRENDLINE ,2017, R$ 77.299 ,77060,São Paulo
 Volkswagen Golf TSI COMFORTLINE ,2015, R$ 72.999 ,94405,São Paulo
 Land Rover Discovery V6 TD6 HSE LUXURY 4WD ,2018, R$ 403.499 ,32287,São Paulo
 Toyota Corolla GLI ,2017, R$ 83.299 ,64478,São Paulo
 Volkswagen Jetta COMFORTLINE ,2015, R$ 67.799 ,63248,São Paulo
 Honda Civic CIVIC ONE EXL ,2020, R$ 124.499 ,40306,São Paulo
 Hyundai Elantra GLS ,2013, R$ 58.499 ,90216,São Paulo
 Hyundai HB20S COMFORT PLUS ,2018, R$ 66.499 ,38213,São Paulo
 Fiat Cronos E.TORQ PRECISION ,2019, R$ 72.499 ,34534,São Paulo
 Honda Civic ONE EX ,2017, R$ 98.499 ,93000,São Paulo
 Jeep Renegade SPORT ,2017, R$ 69.999 ,87803,São Paulo
 Mercedes Benz C 180 CGI EXCLUSIVE ,2018, R$ 147.799 ,31051,São Paulo
 Honda Hr-V EXL ,2016, R$ 87.499 ,62709,Rio de Janeiro
 Ford Eco Sport SE ,2015, R$ 56.799 ,74063,São Paulo
 Honda City EX ,2017, R$ 73.299 ,61435,São Paulo
 Hyundai ix35 MPFI GLS ,2015, R$ 75.799 ,108000,São Paulo
 Mercedes Benz GLA 200 CGI ADVANCE TURBO ,2015, R$ 110.299 ,60935,São Paulo
 Honda Hr-V LX ,2016, R$ 80.299 ,105786,Rio de Janeiro
 Ford Eco Sport TITANIUM ,2017, R$ 65.799 ,88370,São Paulo
 Honda Civic ONE LX ,2020, R$ 113.299 ,12803,São Paulo
 Suzuki Jimny 4ALL ,2018, R$ 76.499 ,69195,São Paulo
 Honda Hr-V EXL ,2016, R$ 85.999 ,102773,São Paulo
 Ford Eco Sport SE ,2016, R$ 59.499 ,87050,São Paulo
 Mitsubishi ASX AWD ,2016, R$ 79.799 ,75000,São Paulo
 Chevrolet Prisma MPFI LT ,2018, R$ 58.499 ,63050,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 104.799 ,67939,São Paulo
 Land Rover Range Rover Sport SE V6 BITURBO ,2016, R$ 289.499 ,75594,São Paulo
 Hyundai Creta PRESTIGE ,2017, R$ 89.299 ,78672,São Paulo
 Honda Civic ONE EX ,2017, R$ 99.799 ,63750,São Paulo
 Chevrolet Cruze TURBO LT ,2019, R$ 94.999 ,33280,São Paulo
 Chevrolet Cruze TURBO LTZ ,2017, R$ 85.299 ,93315,São Paulo
 Chevrolet Tracker TURBO LT ,2018, R$ 83.799 ,47670,São Paulo
 Bmw 320i SPORT GP TURBO ,2013, R$ 89.999 ,86298,São Paulo
 Jeep Renegade STD ,2019, R$ 78.299 ,28800,São Paulo
 Suzuki S-Cross VVT TURBO 4STYLE ALLGRIP ,2019, R$ 110.999 ,56701,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.999 ,87052,São Paulo
 Audi Q5 TFSI PRESTIGE PLUS ,2019, R$ 237.499 ,37361,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.999 ,85000,São Paulo
 Nissan Kicks START SL ,2017, R$ 82.299 ,67560,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 105.299 ,57890,São Paulo
 Jeep Renegade LONGITUDE ,2018, R$ 78.799 ,42124,São Paulo
 Ford Focus S SEDAN ,2015, R$ 53.799 ,97530,São Paulo
 Renault Duster DYNAMIQUE ,2016, R$ 60.499 ,90260,São Paulo
 Hyundai Creta PRESTIGE ,2017, R$ 89.499 ,72190,São Paulo
 Bmw X5 M V8 BI-TURBO ,2011, R$ 143.999 ,105546,São Paulo
 Mitsubishi Outlander AUTOMATICO GASOLINA ,2016, R$ 92.499 ,91000,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.299 ,71000,São Paulo
 Volkswagen Tiguan 350 TSI ALLSPACE R-LINE ,2019, R$ 202.499 ,35500,São Paulo
 Ford Eco Sport FREESTYLE 4WD ,2014, R$ 53.499 ,102000,São Paulo
 Peugeot 2008 GRIFFE ,2017, R$ 62.799 ,82060,São Paulo
 Chevrolet Cruze TURBO SPORT6 LT ,2018, R$ 87.799 ,44999,São Paulo
 Ford Fusion TITANIUM AWD ,2018, R$ 113.499 ,67971,São Paulo
 Volkswagen Tiguan 250 TSI TOTAL COMFORTLINE ,2018, R$ 141.499 ,39226,São Paulo
 Volkswagen Jetta TSI COMFORTLINE ,2018, R$ 96.499 ,55227,São Paulo
 Mini Countryman TWINPOWER TURBO COOPER ,2018, R$ 125.499 ,68789,São Paulo
 Bmw X3 X LINE XDRIVE20I ,2020, R$ 272.999 ,17213,São Paulo
 Ford Focus S SEDAN ,2015, R$ 53.999 ,88427,São Paulo
 Honda Hr-V EX ,2018, R$ 96.299 ,42896,São Paulo
 Bmw 320i TURBO ACTIVE ,2015, R$ 105.999 ,80111,São Paulo
 Volkswagen Golf TSI HIGHLINE ,2015, R$ 79.499 ,103602,São Paulo
 Volkswagen Jetta TSI TRENDLINE ,2016, R$ 71.299 ,59260,São Paulo
 Chevrolet Cruze TURBO LTZ ,2018, R$ 92.999 ,47283,São Paulo
 Toyota Corolla GLI ,2017, R$ 83.299 ,68300,São Paulo
 Ford Eco Sport SE ,2017, R$ 61.999 ,72855,São Paulo
 Chevrolet Cruze TURBO LTZ ,2019, R$ 101.799 ,36000,São Paulo
 Ford Fusion TITANIUM AWD ,2018, R$ 113.799 ,65421,São Paulo
 Jeep Renegade STD ,2018, R$ 72.799 ,65750,São Paulo
 Land Rover Discovery Sport SD4 TURBO SE ,2016, R$ 158.999 ,107344,São Paulo
 Jeep Renegade SPORT ,2018, R$ 74.299 ,44000,São Paulo
 Hyundai Creta PRESTIGE ,2018, R$ 97.299 ,60360,São Paulo
 Chevrolet Cruze TURBO LT ,2019, R$ 93.999 ,56640,São Paulo
 Hyundai ix35 AUTOMATICO FLEX ,2016, R$ 81.499 ,76310,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2016, R$ 130.999 ,74000,São Paulo
 Jeep Renegade SPORT ,2016, R$ 67.299 ,94370,São Paulo
 Ford Fusion TITANIUM AWD ,2016, R$ 90.799 ,78415,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 76.499 ,41470,São Paulo
 Suzuki Jimny 4SUN ,2014, R$ 65.299 ,79620,São Paulo
 Mitsubishi ASX AUTOMATICO GASOLINA ,2015, R$ 74.499 ,67440,São Paulo
 Honda Hr-V EX ,2016, R$ 84.999 ,80354,Rio de Janeiro
 Hyundai ix35 MPFI GL ,2018, R$ 93.799 ,52372,São Paulo
 Audi A4 TFSI AMBIENTE ,2015, R$ 96.299 ,68400,São Paulo
 Volkswagen Tiguan TSI TURBO ,2015, R$ 76.299 ,87670,São Paulo
 Ford Eco Sport TITANIUM ,2017, R$ 65.499 ,91070,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 82.499 ,75600,São Paulo
 Fiat Toro EVO FREEDOM ,2017, R$ 85.499 ,79040,São Paulo
 Toyota Corolla GLI ,2016, R$ 76.999 ,70227,Rio de Janeiro
 Mercedes Benz GLC 250 CGI 4MATIC ,2017, R$ 225.299 ,45400,São Paulo
 Volkswagen Tiguan 350 TSI ALLSPACE R-LINE ,2019, R$ 190.999 ,56270,São Paulo
 Land Rover Discovery V6 TD6 HSE 4WD ,2018, R$ 394.499 ,52211,São Paulo
 Honda Civic ONE EX ,2018, R$ 105.299 ,54486,São Paulo
 Jeep Renegade SPORT ,2016, R$ 64.299 ,103550,São Paulo
 Toyota Corolla GLI ,2016, R$ 76.299 ,95523,São Paulo
 Volkswagen Golf MSI COMFORTLINE TOTAL ,2016, R$ 76.299 ,72000,São Paulo
 Audi Q5 TFSI PRESTIGE PLUS ,2019, R$ 238.299 ,29744,São Paulo
 Chevrolet Cruze LT SPORT6 ,2015, R$ 65.799 ,83308,São Paulo
 Mitsubishi ASX GASOLINA MANUAL ,2016, R$ 74.299 ,101239,São Paulo
 Hyundai ix35 AUTOMATICO FLEX ,2016, R$ 81.299 ,81177,São Paulo
 Volkswagen Jetta COMFORTLINE ,2014, R$ 62.999 ,107512,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2018, R$ 72.499 ,56720,São Paulo
 Volkswagen Tiguan 250 TSI TOTAL ALLSPACE ,2019, R$ 145.299 ,30469,São Paulo
 Land Rover Range Rover Sport SE V6 BITURBO ,2011, R$ 97.299 ,100060,São Paulo
 Jeep Renegade SPORT ,2016, R$ 65.299 ,71497,São Paulo
 Volkswagen Gol MSI TOTAL TRENDLINE ,2018, R$ 46.299 ,58790,São Paulo
 Hyundai HB20X PREMIUM ,2018, R$ 70.499 ,48000,Rio de Janeiro
 Hyundai ix35 MPFI GL ,2017, R$ 90.499 ,70505,São Paulo
 Volkswagen Golf TSI HIGHLINE ,2015, R$ 79.299 ,111000,São Paulo
 Fiat Cronos E.TORQ PRECISION ,2019, R$ 72.299 ,48183,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.999 ,81540,São Paulo
 Audi A3 TFSI SEDAN ,2015, R$ 89.499 ,64125,Rio de Janeiro
 Jeep Renegade LONGITUDE ,2017, R$ 73.799 ,96000,São Paulo
 Renault Duster DYNAMIQUE ,2016, R$ 56.799 ,110600,São Paulo
 Audi Q5 TFSI AMBIENTE ,2018, R$ 194.999 ,76560,São Paulo
 Honda Hr-V EX ,2016, R$ 84.799 ,83953,São Paulo
 Ford Eco Sport TITANIUM ,2013, R$ 51.299 ,104710,São Paulo
 Chevrolet S10 ADVANTAGE CD ,2019, R$ 112.299 ,41000,São Paulo
 Mini Cooper S EXCLUSIVE TURBO ,2015, R$ 114.999 ,56260,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 82.499 ,38555,São Paulo
 Audi Q3 TFSI ATTRACTION QUATTRO ,2015, R$ 98.299 ,68850,São Paulo
 Bmw X4 28I X LINE TURBO ,2015, R$ 158.799 ,101062,Rio de Janeiro
 Volkswagen Spacefox MI TREND ,2012, R$ 37.299 ,109437,São Paulo
 Jeep Renegade SPORT ,2016, R$ 66.799 ,109500,São Paulo
 Honda City EXL ,2018, R$ 85.299 ,60302,Rio de Janeiro
 Mercedes Benz GLA 200 CGI ENDURO TURBO ,2017, R$ 134.499 ,68240,São Paulo
 Hyundai HB20S UNIQUE ,2019, R$ 56.799 ,54010,Rio de Janeiro
 Volkswagen Golf TSI HIGHLINE TOTAL ,2017, R$ 110.999 ,74340,São Paulo
 Chevrolet Cruze TURBO LTZ ,2019, R$ 101.299 ,42900,São Paulo
 Mercedes Benz GLC 250 CGI COUPE 4MATIC ,2019, R$ 356.799 ,16414,São Paulo
 Audi A4 TFSI AMBIENTE ,2017, R$ 128.999 ,78170,São Paulo
 Jeep Renegade SPORT ,2016, R$ 66.799 ,108316,São Paulo
 Volkswagen Tiguan TSI TURBO DSG ,2017, R$ 94.999 ,46800,Rio de Janeiro
 Volkswagen Golf TSI COMFORTLINE ,2015, R$ 73.299 ,89560,Rio de Janeiro
 Jeep Renegade LONGITUDE ,2016, R$ 70.299 ,110530,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2019, R$ 178.299 ,25845,São Paulo
 Audi A3 TFSI SEDAN PRESTIGE PLUS ,2019, R$ 123.799 ,40278,Rio de Janeiro
 Bmw X3 TWINPOWER M40I ,2018, R$ 305.499 ,69625,Rio de Janeiro
 Bmw 320i SPORT TURBO ACTIVE ,2018, R$ 152.299 ,62246,São Paulo
 Audi A3 TFSI SEDAN PRESTIGE PLUS ,2019, R$ 123.499 ,41936,São Paulo
 Chevrolet Cruze LT ,2012, R$ 47.499 ,105899,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 83.799 ,41472,São Paulo
 Hyundai HB20S COMFORT PLUS ,2019, R$ 65.799 ,55879,São Paulo
 Jeep Renegade LONGITUDE ,2017, R$ 73.999 ,89123,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.299 ,72511,São Paulo
 Mini Countryman TWINPOWER TURBO COOPER S ,2018, R$ 152.499 ,50669,São Paulo
 Volkswagen Golf MSI COMFORTLINE TOTAL ,2016, R$ 74.799 ,59450,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 131.799 ,58325,São Paulo
 Suzuki Jimny 4ALL ,2016, R$ 67.799 ,105900,São Paulo
 Honda City EX ,2020, R$ 90.999 ,38867,São Paulo
 Jeep Renegade TURBO LONGITUDE ,2016, R$ 92.999 ,107569,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 81.499 ,68128,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2015, R$ 91.799 ,70240,São Paulo
 Chevrolet S10 ADVANTAGE CD ,2016, R$ 88.499 ,107708,São Paulo
 Volkswagen Voyage MI ,2013, R$ 32.799 ,100036,Rio de Janeiro
 Chevrolet Cruze LT ,2016, R$ 66.299 ,88250,São Paulo
 Hyundai HB20X STYLE ,2017, R$ 62.799 ,102800,São Paulo
 Chevrolet Cruze TURBO SPORT6 LT ,2018, R$ 87.499 ,47028,São Paulo
 Hyundai HB20S COMFORT PLUS ,2017, R$ 58.799 ,69610,São Paulo
 Hyundai Creta SPORT ,2018, R$ 90.799 ,69000,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.799 ,94345,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 76.299 ,46966,São Paulo
 Volvo XC60 T5 KINETIC ,2017, R$ 115.999 ,74615,São Paulo
 Chevrolet Cruze TURBO LT ,2017, R$ 81.499 ,100085,São Paulo
 Volkswagen Tiguan 250 TSI TOTAL ALLSPACE ,2018, R$ 136.799 ,40624,São Paulo
 Renault Captur SCE LIFE ,2018, R$ 76.999 ,39605,São Paulo
 Chevrolet Cruze LTZ SPORT6 ,2015, R$ 69.499 ,89820,São Paulo
 Mini Cooper S EXCLUSIVE TURBO ,2013, R$ 88.299 ,73550,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 104.499 ,77000,São Paulo
 Honda Civic TURBO TOURING ,2019, R$ 133.799 ,51142,São Paulo
 Land Rover Range Rover Sport HSE V6 TURBO ,2015, R$ 265.299 ,92181,São Paulo
 Fiat Toro TURBO RANCH 4WD ,2019, R$ 143.499 ,56115,São Paulo
 Citroën Aircross EXCLUSIVE ,2015, R$ 45.299 ,105650,São Paulo
 Renault Duster DYNAMIQUE ,2016, R$ 60.799 ,78040,São Paulo
 Volkswagen Polo MSI TOTAL ,2019, R$ 66.999 ,32598,Rio de Janeiro
 Toyota Corolla XEI ,2016, R$ 82.999 ,87932,São Paulo
 Hyundai HB20S PREMIUM ,2018, R$ 69.799 ,49290,São Paulo
 Honda Civic TURBO TOURING ,2019, R$ 134.499 ,36701,São Paulo
 Volkswagen Voyage MSI TOTAL TRENDLINE ,2017, R$ 46.299 ,105640,São Paulo
 Audi Q5 TFSI AMBIENTE ,2016, R$ 131.299 ,93090,São Paulo
 Chery Tiggo 5x VVT TURBO i TXS DCT ,2020, R$ 105.799 ,34500,São Paulo
 Volkswagen Golf TSI VARIANT HIGHLINE ,2016, R$ 86.299 ,54680,São Paulo
 Honda Hr-V EXL ,2016, R$ 86.999 ,75693,São Paulo
 Volkswagen Golf TSI HIGHLINE TOTAL ,2016, R$ 94.299 ,45035,São Paulo
 Honda City EXL ,2019, R$ 89.299 ,53319,São Paulo
 Mercedes Benz C 180 CGI AVANTGARDE 7G-TRONIC ,2017, R$ 127.799 ,81178,São Paulo
 Audi Rs Q3 TFSI QUATTRO ,2015, R$ 184.299 ,77482,São Paulo
 Ford Fusion AUTOMATICO FLEX ,2014, R$ 65.499 ,100801,São Paulo
 Volvo V40 T4 DYNAMIC TURBO ,2014, R$ 71.299 ,93600,São Paulo
 Renault Duster EXPRESSION ,2017, R$ 64.799 ,69500,São Paulo
 Peugeot 2008 THP GRIFFE ,2017, R$ 64.499 ,94865,São Paulo
 Fiat Palio MPI ATTRACTIVE ,2016, R$ 37.799 ,96000,São Paulo
 Ford Focus SE SEDAN ,2015, R$ 51.299 ,92720,São Paulo
 Volkswagen Voyage MI CITY ,2014, R$ 36.299 ,103680,São Paulo
 Hyundai Creta ATTITUDE ,2019, R$ 84.999 ,52858,São Paulo
 Peugeot 2008 GRIFFE ,2016, R$ 58.799 ,98040,São Paulo
 Mini Countryman S ALL4 TURBO ,2013, R$ 109.999 ,70000,São Paulo
